src_id,dst_id,weight,equity_link_cnt
50,852,1.5844,2
122,998,1.0,1
546,2231,3.7485,4
852,50,1.5844,2
914,2157,0.01,1
998,122,1.0,1
2157,914,0.01,1
2231,546,3.7485,4
