src_id,dst_id,weight,guarantee_amount_sum,guarantee_event_cnt
190,1983,12.463814705589053,258800.0,90
1021,556,11.239041098202819,76041.0,1
1464,3535,1.0,0.0,1
3509,2171,2.5649493574615367,12.0,1
3535,1464,9.799198684680844,18018.3,2
