src_id,dst_id,weight,shared_nonlisted_target_cnt,shared_nonlisted_target_amt_sum
96,2222,18.56281795878523,2,25480.0
102,1037,6.90875477931522,1,1000.0
108,361,7.199678345691172,1,1338.0
155,3113,9.90353755128617,1,20000.0
167,448,1.0,1,0.0
167,946,1.0,1,0.0
167,1252,1.0,1,0.0
175,544,8.594339400592892,1,5400.0
183,408,1.0,1,0.0
183,1047,1.0,1,0.0
237,261,5.2533200006173,1,190.2
246,353,1.0,1,0.0
246,363,1.0,1,0.0
246,484,1.0,1,0.0
246,596,1.0,1,0.0
246,2182,1.0,1,0.0
246,2259,1.0,1,0.0
246,2300,1.0,1,0.0
246,2351,1.0,1,0.0
246,2378,1.0,1,0.0
246,2553,1.0,1,0.0
246,2745,1.0,1,0.0
246,2774,1.0,1,0.0
246,2836,1.0,1,0.0
261,237,5.2533200006173,1,190.2
266,2452,1.0,1,0.0
288,766,5.292349594768245,1,197.81
288,776,5.292349594768245,1,197.81
288,830,5.292349594768245,1,197.81
288,2333,5.292349594768245,1,197.81
298,361,1.0,1,0.0
298,2338,1.0,1,0.0
298,2562,1.0,1,0.0
306,408,1.0,1,0.0
306,557,1.0,1,0.0
306,979,1.0,1,0.0
306,1209,1.0,1,0.0
306,1228,1.0,1,0.0
314,2270,7.5167319634263965,1,1837.54902
321,818,9.90353755128617,1,20000.0
321,828,8.665785595466064,1,5800.0
321,929,9.392745258631441,1,12000.0
321,2743,6.90875477931522,1,1000.0
321,2866,3.044522437723423,1,20.0
321,2897,9.210440366976517,1,10000.0
321,2974,9.90353755128617,1,20000.0
353,246,1.0,1,0.0
353,363,1.0,1,0.0
353,484,1.0,1,0.0
353,596,1.0,1,0.0
353,2182,1.0,1,0.0
353,2259,1.0,1,0.0
353,2300,1.0,1,0.0
353,2351,1.0,1,0.0
353,2378,1.0,1,0.0
353,2553,1.0,1,0.0
353,2745,1.0,1,0.0
353,2774,1.0,1,0.0
353,2836,1.0,1,0.0
361,108,7.199678345691172,1,1338.0
361,298,1.0,1,0.0
361,2338,1.0,1,0.0
361,2562,1.0,1,0.0
361,2770,1.0,1,0.0
363,246,1.0,1,0.0
363,353,1.0,1,0.0
363,484,1.0,1,0.0
363,596,1.0,1,0.0
363,2182,1.0,1,0.0
363,2259,1.0,1,0.0
363,2300,1.0,1,0.0
363,2351,1.0,1,0.0
363,2378,1.0,1,0.0
363,2553,1.0,1,0.0
363,2745,1.0,1,0.0
363,2774,1.0,1,0.0
363,2836,1.0,1,0.0
399,701,1.0,1,0.0
399,776,1.0,1,0.0
399,830,1.0,1,0.0
399,979,1.0,1,0.0
399,998,1.0,1,0.0
399,1364,1.0,1,0.0
399,2333,1.0,1,0.0
399,2770,1.0,1,0.0
399,2776,1.0,1,0.0
408,183,1.0,1,0.0
408,306,1.0,1,0.0
408,557,1.0,1,0.0
408,979,1.0,1,0.0
408,1209,7.59890045687141,1,1995.0
408,1228,6.229378477325642,1,506.44
421,497,1.0,1,0.0
421,580,1.0,1,0.0
421,1166,1.0,1,0.0
421,1389,1.0,1,0.0
439,441,8.774871107471032,1,6468.610000000001
439,650,1.0,1,0.0
441,439,8.774871107471032,1,6468.610000000001
448,167,1.0,1,0.0
448,946,10.463131911491967,1,35000.0
448,1252,9.90353755128617,1,20000.0
482,817,10.360152617342683,1,31575.0
484,246,1.0,1,0.0
484,353,1.0,1,0.0
484,363,1.0,1,0.0
484,596,1.0,1,0.0
484,2182,1.0,1,0.0
484,2259,1.0,1,0.0
484,2300,1.0,1,0.0
484,2351,1.0,1,0.0
484,2378,1.0,1,0.0
484,2553,1.0,1,0.0
484,2745,1.0,1,0.0
484,2774,1.0,1,0.0
484,2836,1.0,1,0.0
490,1390,2.0,2,0.0
497,421,1.0,1,0.0
497,580,8.294299608857235,1,4000.0
497,1166,7.601402334583733,1,2000.0
497,1389,7.601402334583733,1,2000.0
544,175,8.594339400592892,1,5400.0
557,306,1.0,1,0.0
557,408,1.0,1,0.0
557,979,1.0,1,0.0
557,1209,1.0,1,0.0
557,1228,1.0,1,0.0
580,421,1.0,1,0.0
580,497,8.294299608857235,1,4000.0
580,1166,7.601402334583733,1,2000.0
580,1389,7.601402334583733,1,2000.0
596,246,1.0,1,0.0
596,353,1.0,1,0.0
596,363,1.0,1,0.0
596,484,1.0,1,0.0
596,2182,1.0,1,0.0
596,2259,1.0,1,0.0
596,2300,1.0,1,0.0
596,2351,1.0,1,0.0
596,2378,1.0,1,0.0
596,2553,1.0,1,0.0
596,2745,1.0,1,0.0
596,2774,1.0,1,0.0
596,2836,1.0,1,0.0
650,439,1.0,1,0.0
701,399,1.0,1,0.0
701,776,1.0,1,0.0
701,830,1.0,1,0.0
701,979,1.0,1,0.0
701,998,1.0,1,0.0
701,1364,1.0,1,0.0
701,2333,1.0,1,0.0
701,2770,1.0,1,0.0
701,2776,1.0,1,0.0
718,937,9.234935418831563,1,10248.0
766,288,5.292349594768245,1,197.81
766,776,8.347275191478078,1,4217.67
766,830,8.347275191478078,1,4217.67
766,2333,8.104996476799462,1,3309.97
776,288,5.292349594768245,1,197.81
776,399,1.0,1,0.0
776,701,1.0,1,0.0
776,766,8.347275191478078,1,4217.67
776,830,9.750923702575536,2,6315.52
776,979,1.0,1,0.0
776,998,1.0,1,0.0
776,1364,1.0,1,0.0
776,2333,9.104996476799462,2,3309.97
776,2770,1.0,1,0.0
776,2776,1.0,1,0.0
817,482,10.360152617342683,1,31575.0
817,929,8.699681400989514,1,6000.0
817,1252,8.905037290767,1,7368.0
818,321,9.90353755128617,1,20000.0
818,828,8.665785595466064,1,5800.0
818,929,9.392745258631441,1,12000.0
818,2743,6.90875477931522,1,1000.0
818,2866,3.044522437723423,1,20.0
818,2897,9.210440366976517,1,10000.0
818,2974,10.085850775128717,1,24000.0
