src_id,dst_id,weight,guarantee_amount_sum,guarantee_event_cnt
190,1983,12.901719200051183,401000.0,16
1464,3535,9.799198129720176,18018.29,1
2311,2863,8.131824785007195,3400.0,2
2329,2148,10.589131655274922,39700.0,1
3222,439,8.54110501146255,5120.0,2
