src_id,dst_id,weight,shared_nonlisted_target_cnt,shared_nonlisted_target_amt_sum
102,421,1.0,1,0.0
102,448,1.0,1,0.0
102,946,1.0,1,0.0
102,1037,5.993961427306569,1,400.0
102,1043,1.0,1,0.0
102,1075,1.0,1,0.0
102,1351,1.0,1,0.0
108,361,6.939253946041508,1,1031.0
125,2802,6.2166061010848646,1,500.0
183,3445,6.68586094706836,1,800.0
233,3683,7.097209669857153,1,1207.59
233,3789,1.0,1,0.0
288,766,5.822542810377044,1,336.83
288,776,5.822542810377044,1,336.83
288,830,5.822542810377044,1,336.83
321,812,7.560601162768557,1,1920.0
321,818,9.781115377870888,1,17695.379999999997
321,828,8.665785595466064,1,5800.0
321,3139,7.313886831633462,1,1500.0
321,3789,8.294299608857235,1,4000.0
334,1162,8.699681400989514,1,6000.0
334,3441,1.0,1,0.0
361,108,6.939253946041508,1,1031.0
408,1209,8.045908742270779,1,3120.0
408,1228,7.615239195642135,1,2027.88
408,2624,6.90875477931522,1,1000.0
421,102,1.0,1,0.0
421,448,1.0,1,0.0
421,946,1.0,1,0.0
421,1043,1.0,1,0.0
421,1075,1.0,1,0.0
421,1351,1.0,1,0.0
448,102,1.0,1,0.0
448,421,1.0,1,0.0
448,946,8.517393171418904,1,5000.0
448,1043,8.517393171418904,1,5000.0
448,1075,7.601402334583733,1,2000.0
448,1351,6.90875477931522,1,1000.0
482,817,21.48740002071702,2,104399.7
619,1464,8.732465848349879,1,6200.0
730,1572,1.0,1,0.0
766,288,5.822542810377044,1,336.83
766,776,8.932201947033041,1,7570.92
766,830,8.932201947033041,1,7570.92
776,288,5.822542810377044,1,336.83
776,766,8.932201947033041,1,7570.92
776,830,9.11393188925796,1,9079.93
795,2414,1.0,1,0.0
812,321,7.560601162768557,1,1920.0
812,818,7.560601162768557,1,1920.0
812,828,7.560601162768557,1,1920.0
812,3139,7.313886831633462,1,1500.0
812,3789,7.560601162768557,1,1920.0
817,482,21.48740002071702,2,104399.7
818,321,9.781115377870888,1,17695.379999999997
818,812,7.560601162768557,1,1920.0
818,828,8.665785595466064,1,5800.0
818,3139,7.313886831633462,1,1500.0
818,3789,8.294299608857235,1,4000.0
828,321,8.665785595466064,1,5800.0
828,812,7.560601162768557,1,1920.0
828,818,8.665785595466064,1,5800.0
828,3139,7.313886831633462,1,1500.0
828,3789,8.294299608857235,1,4000.0
830,288,5.822542810377044,1,336.83
830,766,8.932201947033041,1,7570.92
830,776,9.11393188925796,1,9079.93
838,2767,1.0,1,0.0
872,1464,9.296609807128359,1,10900.0
946,102,1.0,1,0.0
946,421,1.0,1,0.0
946,448,8.517393171418904,1,5000.0
946,1043,8.517393171418904,1,5000.0
946,1075,7.601402334583733,1,2000.0
946,1252,9.90353755128617,1,20000.0
946,1351,6.90875477931522,1,1000.0
996,1114,8.119993827725105,1,3360.0
1037,102,5.993961427306569,1,400.0
1043,102,1.0,1,0.0
1043,421,1.0,1,0.0
1043,448,8.517393171418904,1,5000.0
1043,946,8.517393171418904,1,5000.0
1043,1075,7.601402334583733,1,2000.0
1043,1351,6.90875477931522,1,1000.0
1075,102,1.0,1,0.0
1075,421,1.0,1,0.0
1075,448,7.601402334583733,1,2000.0
1075,946,7.601402334583733,1,2000.0
1075,1043,7.601402334583733,1,2000.0
1075,1351,6.90875477931522,1,1000.0
1114,996,8.119993827725105,1,3360.0
1162,334,8.699681400989514,1,6000.0
1162,3441,1.0,1,0.0
1209,408,8.045908742270779,1,3120.0
1209,1228,7.615239195642135,1,2027.88
1209,2624,6.90875477931522,1,1000.0
1228,408,7.615239195642135,1,2027.88
1228,1209,7.615239195642135,1,2027.88
1228,2624,6.90875477931522,1,1000.0
1252,946,9.90353755128617,1,20000.0
1351,102,1.0,1,0.0
1351,421,1.0,1,0.0
1351,448,6.90875477931522,1,1000.0
1351,946,6.90875477931522,1,1000.0
1351,1043,6.90875477931522,1,1000.0
1351,1075,6.90875477931522,1,1000.0
1464,619,8.732465848349879,1,6200.0
1464,872,9.296609807128359,1,10900.0
1464,1488,8.715655450076005,1,6096.63
1488,1464,8.715655450076005,1,6096.63
1572,730,1.0,1,0.0
2414,795,1.0,1,0.0
2603,3709,10.398805856948746,1,32819.41
2624,408,6.90875477931522,1,1000.0
2624,1209,6.90875477931522,1,1000.0
2624,1228,6.90875477931522,1,1000.0
2640,3029,3.4339872044851463,1,30.0
2767,838,1.0,1,0.0
2802,125,6.2166061010848646,1,500.0
3029,2640,3.4339872044851463,1,30.0
3139,321,7.313886831633462,1,1500.0
3139,812,7.313886831633462,1,1500.0
3139,818,7.313886831633462,1,1500.0
3139,828,7.313886831633462,1,1500.0
3139,3789,7.313886831633462,1,1500.0
3441,334,1.0,1,0.0
3441,1162,1.0,1,0.0
3445,183,6.68586094706836,1,800.0
3683,233,7.097209669857153,1,1207.59
3683,3789,1.0,1,0.0
3709,2603,10.398805856948746,1,32819.41
3767,3911,8.083637203141548,1,3240.0
3789,233,1.0,1,0.0
3789,321,8.294299608857235,1,4000.0
3789,812,7.560601162768557,1,1920.0
3789,818,8.294299608857235,1,4000.0
3789,828,8.294299608857235,1,4000.0
3789,3139,7.313886831633462,1,1500.0
3789,3683,1.0,1,0.0
3911,3767,8.083637203141548,1,3240.0
