src_id,dst_id,weight,guarantee_amount_sum,guarantee_event_cnt
190,1983,12.976183182038383,432000.0,14
529,986,9.90353755128617,20000.0,1
1464,3535,9.799198129720176,18018.29,1
1487,108,1.0,0.0,1
1572,2176,4.394449154672439,80.0,1
2888,1451,17.216707972959764,30000000.0,1
