src_id,dst_id,weight,corr_raw,common_days,market_link_cnt
0,440,0.8749352097511292,0.8749352097511292,242,1
0,500,0.8670240640640259,0.8670240640640259,242,1
0,2157,0.8563565611839294,0.8563565611839294,242,1
0,2209,0.8586390614509583,0.8586390614509583,236,1
0,2231,0.8585854172706604,0.8585854172706604,242,1
0,2235,0.8834435939788818,0.8834435939788818,242,1
0,2264,0.8261804580688477,0.8261804580688477,242,1
0,2265,0.8382141590118408,0.8382141590118408,236,1
0,2275,0.8750903606414795,0.8750903606414795,242,1
0,2301,0.8809558153152466,0.8809558153152466,242,1
1,276,0.7485190629959106,0.7485190629959106,242,1
1,444,0.6422315239906311,0.6422315239906311,242,1
1,668,0.5739182233810425,0.5739182233810425,242,1
1,807,0.5844933390617371,0.5844933390617371,242,1
1,2235,0.6015564799308777,0.6015564799308777,242,1
1,2258,0.5997060537338257,0.5997060537338257,242,1
1,2301,0.594372034072876,0.594372034072876,242,1
1,2814,0.5757355093955994,0.5757355093955994,242,1
1,2847,0.6937991380691528,0.6937991380691528,242,1
1,2857,0.6232447028160095,0.6232447028160095,242,1
2,315,0.6397890448570251,0.6397890448570251,242,1
2,334,0.6816360950469971,0.6816360950469971,242,1
2,479,0.6681104898452759,0.6681104898452759,242,1
2,596,0.6060906052589417,0.6060906052589417,242,1
2,1244,0.6543096303939819,0.6543096303939819,242,1
2,1695,0.628441333770752,0.628441333770752,242,1
2,2640,0.6316378712654114,0.6316378712654114,242,1
2,2676,0.6674549579620361,0.6674549579620361,242,1
2,2737,0.6052948832511902,0.6052948832511902,242,1
2,3029,0.6483860611915588,0.6483860611915588,242,1
3,289,0.5630934834480286,0.5630934834480286,242,1
3,814,0.5548178553581238,0.5548178553581238,242,1
3,1634,0.5452769994735718,0.5452769994735718,242,1
3,1696,0.5549817681312561,0.5549817681312561,242,1
3,1722,0.5500378608703613,0.5500378608703613,242,1
3,1802,0.5511147379875183,0.5511147379875183,242,1
3,2357,0.5439404845237732,0.5439404845237732,242,1
3,2427,0.5559219717979431,0.5559219717979431,242,1
3,2797,0.5612887740135193,0.5612887740135193,242,1
3,2929,0.5767096877098083,0.5767096877098083,242,1
4,937,0.4989757239818573,0.4989757239818573,242,1
4,1632,0.49943214654922485,0.49943214654922485,242,1
4,2181,0.5015196800231934,0.5015196800231934,242,1
4,2277,0.503584623336792,0.503584623336792,242,1
4,2299,0.5146278142929077,0.5146278142929077,242,1
4,2351,0.5056344270706177,0.5056344270706177,242,1
4,2457,0.5247316956520081,0.5247316956520081,242,1
4,3156,0.5124445557594299,0.5124445557594299,242,1
4,3441,0.5143775939941406,0.5143775939941406,242,1
4,3512,0.5083411931991577,0.5083411931991577,242,1
5,17,0.39415207505226135,0.39415207505226135,242,1
5,215,0.41285815834999084,0.41285815834999084,91,1
5,1380,0.3713330030441284,0.3713330030441284,242,1
5,1711,0.3779461085796356,0.3779461085796356,242,1
5,1816,0.4442960321903229,0.4442960321903229,182,1
5,1856,0.40499335527420044,0.40499335527420044,172,1
5,2531,0.5234309434890747,0.5234309434890747,189,1
5,2833,0.3977709114551544,0.3977709114551544,242,1
5,3054,0.3812507092952728,0.3812507092952728,242,1
5,3807,0.3837208151817322,0.3837208151817322,242,1
6,1445,0.5014528036117554,0.5014528036117554,242,1
6,1610,0.4756580889225006,0.4756580889225006,242,1
6,1634,0.5645737648010254,0.5645737648010254,242,1
6,2360,0.4790416359901428,0.4790416359901428,242,1
6,2459,0.5331460237503052,0.5331460237503052,242,1
6,2520,0.542587399482727,0.542587399482727,242,1
6,2688,0.5602632164955139,0.5602632164955139,242,1
6,2887,0.46945488452911377,0.46945488452911377,242,1
6,2924,0.47397780418395996,0.47397780418395996,242,1
6,2933,0.4745289087295532,0.4745289087295532,242,1
7,598,0.655981183052063,0.655981183052063,242,1
7,814,0.6481631994247437,0.6481631994247437,242,1
7,854,0.6481625437736511,0.6481625437736511,242,1
7,968,0.6333107352256775,0.6333107352256775,242,1
7,1051,0.6208013892173767,0.6208013892173767,242,1
7,1068,0.6161194443702698,0.6161194443702698,242,1
7,1151,0.6261494159698486,0.6261494159698486,242,1
7,1187,0.6164732575416565,0.6164732575416565,242,1
7,1632,0.6450150012969971,0.6450150012969971,242,1
7,1761,0.6207506656646729,0.6207506656646729,242,1
8,788,0.5781998634338379,0.5781998634338379,242,1
8,846,0.5775476098060608,0.5775476098060608,242,1
8,932,0.5618804097175598,0.5618804097175598,242,1
8,962,0.571126401424408,0.571126401424408,242,1
8,1012,0.5684563517570496,0.5684563517570496,242,1
8,1187,0.5671243071556091,0.5671243071556091,242,1
8,1664,0.5905452966690063,0.5905452966690063,242,1
8,2215,0.5628867745399475,0.5628867745399475,242,1
8,2287,0.5738734602928162,0.5738734602928162,242,1
8,3012,0.6450213193893433,0.6450213193893433,242,1
9,758,0.5006981492042542,0.5006981492042542,242,1
9,949,0.5239588618278503,0.5239588618278503,90,1
9,1117,0.49733418226242065,0.49733418226242065,242,1
9,1334,0.5293950438499451,0.5293950438499451,242,1
9,1610,0.5417048931121826,0.5417048931121826,242,1
9,2360,0.5270561575889587,0.5270561575889587,242,1
9,2459,0.5670658349990845,0.5670658349990845,242,1
9,2542,0.5124949216842651,0.5124949216842651,242,1
9,2688,0.5430336594581604,0.5430336594581604,242,1
9,2841,0.49169835448265076,0.49169835448265076,242,1
10,651,0.5572453737258911,0.5572453737258911,242,1
10,814,0.5408484935760498,0.5408484935760498,242,1
