src_id,dst_id,weight,equity_change_link_cnt
141,3317,2.390595970316759,1
192,2194,1.1786549963416462,1
375,2786,1.1537315878891892,1
379,753,1.0255755374241355,1
432,2330,1.6094379124341003,1
556,914,1.8702625307159986,1
556,3074,1.7900914121273581,1
753,379,1.0255755374241355,1
806,1508,0.019802627296179712,1
836,2172,1.0986122886681098,1
914,556,1.8702625307159986,1
946,3009,23.63239781182014,8
1139,2146,4.7681390142662305,2
1292,2328,6.025437476236233,3
1508,806,0.019802627296179712,1
2146,1139,4.7681390142662305,2
2152,2827,3.2051824977361982,2
2172,836,1.0986122886681098,1
2172,2210,2.813610696762703,1
2194,192,1.1786549963416462,1
2195,3176,3.970291913552122,1
2210,2172,2.813610696762703,1
2301,3165,4.61512051684126,1
2301,3300,1.5429561711332676,1
2328,1292,6.025437476236233,3
2330,432,1.6094379124341003,1
2332,3074,1.7900914121273581,1
2332,3139,1.989243273761687,1
2332,3176,0.8020015854720274,1
2332,3646,4.61512051684126,1
2336,3061,1.0543120297715298,1
2786,375,1.1537315878891892,1
2827,2152,3.2051824977361982,2
3009,946,23.63239781182014,8
3061,2336,1.0543120297715298,1
3074,556,1.7900914121273581,1
3074,2332,1.7900914121273581,1
3139,2332,1.989243273761687,1
3165,2301,4.61512051684126,1
3176,2195,3.970291913552122,1
3176,2332,0.8020015854720274,1
3196,3709,2.2869332647001976,2
3300,2301,1.5429561711332676,1
3317,141,2.390595970316759,1
3646,2332,4.61512051684126,1
3709,3196,2.2869332647001976,2
