src_id,dst_id,weight,corr_raw,common_days,market_link_cnt
0,268,0.8536738753318787,0.8536738753318787,242,1
0,687,0.8734425902366638,0.8734425902366638,242,1
0,2154,0.8627258539199829,0.8627258539199829,242,1
0,2157,0.8569641709327698,0.8569641709327698,242,1
0,2172,0.8685858845710754,0.8685858845710754,242,1
0,2209,0.878039538860321,0.878039538860321,242,1
0,2264,0.8803040385246277,0.8803040385246277,242,1
0,2265,0.8984861969947815,0.8984861969947815,242,1
0,2275,0.8673662543296814,0.8673662543296814,242,1
0,2301,0.8716069459915161,0.8716069459915161,242,1
1,276,0.4779975414276123,0.4779975414276123,242,1
1,310,0.42161762714385986,0.42161762714385986,242,1
1,435,0.4466922879219055,0.4466922879219055,242,1
1,565,0.4241786003112793,0.4241786003112793,242,1
1,1600,0.4375580847263336,0.4375580847263336,242,1
1,2192,0.4164535403251648,0.4164535403251648,242,1
1,2193,0.43724116683006287,0.43724116683006287,242,1
1,2255,0.4225103557109833,0.4225103557109833,242,1
1,2519,0.4668748378753662,0.4668748378753662,242,1
1,2589,0.44309958815574646,0.44309958815574646,242,1
2,98,0.6905417442321777,0.6905417442321777,242,1
2,315,0.6977960467338562,0.6977960467338562,242,1
2,334,0.7231423854827881,0.7231423854827881,242,1
2,428,0.6213719248771667,0.6213719248771667,242,1
2,726,0.7364068627357483,0.7364068627357483,242,1
2,1605,0.6193231344223022,0.6193231344223022,242,1
2,1695,0.6711832880973816,0.6711832880973816,242,1
2,2481,0.6376076936721802,0.6376076936721802,242,1
2,3050,0.6258229613304138,0.6258229613304138,242,1
2,3060,0.621870756149292,0.621870756149292,242,1
3,567,0.7718222737312317,0.7718222737312317,242,1
3,583,0.7676985859870911,0.7676985859870911,242,1
3,746,0.7680396437644958,0.7680396437644958,242,1
3,759,0.7714097499847412,0.7714097499847412,242,1
3,1400,0.7702476382255554,0.7702476382255554,242,1
3,1662,0.7666531205177307,0.7666531205177307,242,1
3,2400,0.7705751061439514,0.7705751061439514,242,1
