src_id,dst_id,weight,equity_change_link_cnt
1,3210,3.671987586443718,1
97,2172,9.23024103368252,2
450,2547,3.091042453358316,1
670,3788,1.3962446919730587,1
799,2152,5.346659830514687,2
826,3070,4.61512051684126,1
1047,2047,5.71373280550937,2
1196,1487,1.1448913661888371,1
1487,1196,1.1448913661888371,1
2047,1047,5.71373280550937,2
2152,799,5.346659830514687,2
2172,97,9.23024103368252,2
2194,3257,1.791759469228055,1
2258,2286,7.145301661700326,3
2265,2490,4.61512051684126,1
2265,3074,0.9202827531436926,1
2286,2258,7.145301661700326,3
2337,3074,1.1631508098056809,1
2337,3099,4.61512051684126,1
2337,3100,9.23024103368252,2
2337,3103,0.7884573603642702,1
2337,3121,0.7602449240924395,1
2337,3177,1.0986122886681098,1
2337,3214,4.61512051684126,1
2337,3234,1.3937663759585917,1
2337,3302,0.7371640659767197,1
2337,3372,0.832909122935104,1
2337,3407,0.8109302162163288,1
2337,3415,4.61512051684126,1
2337,3417,1.3862943611198906,1
2337,3432,1.1939224684724346,1
2337,3449,0.8241754429663494,1
2337,3589,0.838112950810131,1
2337,3649,0.7178397931503169,1
2490,2265,4.61512051684126,1
2547,450,3.091042453358316,1
2783,3707,4.574710978503383,1
3070,826,4.61512051684126,1
3074,2265,0.9202827531436926,1
3074,2337,1.1631508098056809,1
3099,2337,4.61512051684126,1
3100,2337,9.23024103368252,2
3103,2337,0.7884573603642702,1
3121,2337,0.7602449240924395,1
3177,2337,1.0986122886681098,1
3210,1,3.671987586443718,1
3214,2337,4.61512051684126,1
3234,2337,1.3937663759585917,1
3257,2194,1.791759469228055,1
3302,2337,0.7371640659767197,1
3372,2337,0.832909122935104,1
3407,2337,0.8109302162163288,1
3415,2337,4.61512051684126,1
3417,2337,1.3862943611198906,1
3432,2337,1.1939224684724346,1
3449,2337,0.8241754429663494,1
3589,2337,0.838112950810131,1
3649,2337,0.7178397931503169,1
3707,2783,4.574710978503383,1
3788,670,1.3962446919730587,1
