src_id,dst_id,weight,shared_nonlisted_target_cnt,shared_nonlisted_target_amt_sum
108,361,4.797029447262535,1,120.15
108,954,1.0,1,0.0
108,1487,8.520989974504536,1,5018.02
288,766,4.013134506796558,1,54.32
288,776,4.013134506796558,1,54.32
288,2333,4.013134506796558,1,54.32
350,946,9.105090961257085,1,9000.0
350,1351,1.0,1,0.0
361,108,4.797029447262535,1,120.15
377,541,6.398594934535208,1,600.0
377,812,6.398594934535208,1,600.0
377,828,6.398594934535208,1,600.0
408,1209,7.650168700845001,1,2100.0
408,1228,1.0,1,0.0
482,817,30.016702920098044,3,112196.09
541,377,6.398594934535208,1,600.0
541,808,6.054439346269371,1,425.0
541,812,6.8679744089702925,1,960.0
541,828,8.294299608857235,1,4000.0
541,1143,5.707110264748875,1,300.0
619,1464,9.002824076547672,1,8125.0
766,288,4.013134506796558,1,54.32
766,776,8.639421443553127,1,5649.06
766,2333,4.809660848803092,1,121.69
776,288,4.013134506796558,1,54.32
776,766,8.639421443553127,1,5649.06
776,2333,4.809660848803092,1,121.69
808,541,6.054439346269371,1,425.0
812,377,6.398594934535208,1,600.0
812,541,6.8679744089702925,1,960.0
812,828,6.8679744089702925,1,960.0
817,482,30.016702920098044,3,112196.09
828,377,6.398594934535208,1,600.0
828,541,8.294299608857235,1,4000.0
828,812,6.8679744089702925,1,960.0
831,1183,12.902467048153223,2,1300.0
921,964,1.0,1,0.0
921,1015,1.0,1,0.0
934,1827,1.0,1,0.0
946,350,9.105090961257085,1,9000.0
946,1351,1.0,1,0.0
954,108,1.0,1,0.0
964,921,1.0,1,0.0
964,1015,1.0,1,0.0
1015,921,1.0,1,0.0
1015,964,1.0,1,0.0
1143,541,5.707110264748875,1,300.0
1183,831,12.902467048153223,2,1300.0
1209,408,7.650168700845001,1,2100.0
1209,1228,1.0,1,0.0
1228,408,1.0,1,0.0
1228,1209,1.0,1,0.0
1351,350,1.0,1,0.0
1351,946,1.0,1,0.0
1464,619,9.002824076547672,1,8125.0
1487,108,8.520989974504536,1,5018.02
1827,934,1.0,1,0.0
2333,288,4.013134506796558,1,54.32
2333,766,4.809660848803092,1,121.69
2333,776,4.809660848803092,1,121.69
