src_id,dst_id,weight,shared_nonlisted_target_cnt,shared_nonlisted_target_amt_sum
108,361,6.368187186350492,1,582.0
125,1143,5.707110264748875,1,300.0
151,831,1.0,1,0.0
151,1183,1.0,1,0.0
274,1464,8.412054873292933,1,4500.0
288,766,5.388980401445279,1,217.98
288,776,5.388980401445279,1,217.98
288,2333,5.388980401445279,1,217.98
334,3123,8.987321812850125,1,8000.0
350,946,7.824445930877619,1,2500.0
350,3422,7.601402334583733,1,2000.0
361,108,6.368187186350492,1,582.0
408,1209,7.844240718141811,1,2550.0
408,1228,6.589311547813603,1,726.28
408,2832,7.013915474810528,1,1111.0
482,817,21.551104844226714,2,113016.59999999999
541,812,7.273092595999522,1,1440.0
541,828,8.476579508530941,1,4800.0
541,1143,1.0,1,0.0
541,2743,6.2166061010848646,1,500.0
541,2974,8.751632702472298,1,6320.0
619,1464,9.419466131522189,1,12325.0
646,3343,6.2166061010848646,1,500.0
766,288,5.388980401445279,1,217.98
766,776,8.814949844427614,1,6733.17
766,2333,6.2533479267381225,1,518.75
776,288,5.388980401445279,1,217.98
776,766,8.814949844427614,1,6733.17
776,2333,6.2533479267381225,1,518.75
812,541,7.273092595999522,1,1440.0
812,828,7.273092595999522,1,1440.0
812,2743,6.2166061010848646,1,500.0
812,2974,7.273092595999522,1,1440.0
817,482,21.551104844226714,2,113016.59999999999
828,541,8.476579508530941,1,4800.0
828,812,7.273092595999522,1,1440.0
828,2743,6.2166061010848646,1,500.0
828,2974,8.476579508530941,1,4800.0
831,151,1.0,1,0.0
831,1183,13.074120163630255,2,1450.0
872,1464,9.296609807128359,1,10900.0
946,350,7.824445930877619,1,2500.0
946,3422,7.601402334583733,1,2000.0
1020,2178,8.665785595466064,1,5800.0
1143,125,5.707110264748875,1,300.0
1143,541,1.0,1,0.0
1183,151,1.0,1,0.0
1183,831,13.074120163630255,2,1450.0
1209,408,7.844240718141811,1,2550.0
1209,1228,6.589311547813603,1,726.28
1209,2832,7.013915474810528,1,1111.0
1228,408,6.589311547813603,1,726.28
1228,1209,6.589311547813603,1,726.28
1228,2832,6.589311547813603,1,726.28
1451,2888,8.160803920954665,1,3500.0
1464,274,8.412054873292933,1,4500.0
1464,619,9.419466131522189,1,12325.0
1464,872,9.296609807128359,1,10900.0
2178,1020,8.665785595466064,1,5800.0
2333,288,5.388980401445279,1,217.98
2333,766,6.2533479267381225,1,518.75
2333,776,6.2533479267381225,1,518.75
2603,3709,8.358938100003886,1,4267.16
2743,541,6.2166061010848646,1,500.0
2743,812,6.2166061010848646,1,500.0
2743,828,6.2166061010848646,1,500.0
2743,2974,6.2166061010848646,1,500.0
2832,408,7.013915474810528,1,1111.0
2832,1209,7.013915474810528,1,1111.0
2832,1228,6.589311547813603,1,726.28
2888,1451,8.160803920954665,1,3500.0
2974,541,8.751632702472298,1,6320.0
2974,812,7.273092595999522,1,1440.0
2974,828,8.476579508530941,1,4800.0
2974,2743,6.2166061010848646,1,500.0
3123,334,8.987321812850125,1,8000.0
3343,646,6.2166061010848646,1,500.0
3422,350,7.601402334583733,1,2000.0
3422,946,7.601402334583733,1,2000.0
3709,2603,8.358938100003886,1,4267.16
