src_id,dst_id,weight,equity_link_cnt
50,852,1.5844,2
122,998,1.0,1
168,3668,0.35600000000000004,1
291,1423,0.026699999999999998,1
426,485,0.179,1
426,2465,0.6254,1
485,426,0.179,1
639,999,0.0801,1
852,50,1.5844,2
998,122,1.0,1
999,639,0.0801,1
1077,3368,0.2729,1
1168,2255,0.02,2
1423,291,0.026699999999999998,1
2150,2358,0.01,1
2182,2240,0.01,1
2240,2182,0.01,1
2255,1168,0.02,2
2358,2150,0.01,1
2465,426,0.6254,1
3368,1077,0.2729,1
3668,168,0.35600000000000004,1
