src_id,dst_id,weight,shared_nonlisted_target_cnt,shared_nonlisted_target_amt_sum
96,2222,11.73927188163082,1,125400.0
97,165,1.0,1,0.0
97,368,1.0,1,0.0
97,1228,1.0,1,0.0
97,2192,1.0,1,0.0
97,2269,1.0,1,0.0
103,108,1.0,1,0.0
103,111,1.0,1,0.0
103,130,1.0,1,0.0
103,153,1.0,1,0.0
103,166,1.0,1,0.0
103,177,1.0,1,0.0
103,219,1.0,1,0.0
103,221,1.0,1,0.0
103,261,1.0,1,0.0
103,298,1.0,1,0.0
103,315,1.0,1,0.0
103,351,1.0,1,0.0
103,360,1.0,1,0.0
103,423,1.0,1,0.0
103,427,1.0,1,0.0
103,473,1.0,1,0.0
103,485,1.0,1,0.0
103,497,1.0,1,0.0
103,548,1.0,1,0.0
103,804,1.0,1,0.0
103,809,1.0,1,0.0
103,830,1.0,1,0.0
103,885,1.0,1,0.0
103,932,1.0,1,0.0
103,937,1.0,1,0.0
103,979,1.0,1,0.0
103,984,1.0,1,0.0
103,1025,1.0,1,0.0
103,1044,1.0,1,0.0
103,1063,1.0,1,0.0
103,1120,1.0,1,0.0
103,1127,1.0,1,0.0
103,1134,1.0,1,0.0
103,1168,1.0,1,0.0
103,1176,1.0,1,0.0
103,1184,1.0,1,0.0
103,2206,1.0,1,0.0
103,2210,1.0,1,0.0
103,2215,1.0,1,0.0
103,2297,1.0,1,0.0
103,2299,1.0,1,0.0
103,2425,1.0,1,0.0
103,2469,1.0,1,0.0
103,2565,1.0,1,0.0
103,2737,1.0,1,0.0
103,2836,1.0,1,0.0
103,2948,1.0,1,0.0
108,103,1.0,1,0.0
108,111,1.0,1,0.0
108,130,1.0,1,0.0
108,153,1.0,1,0.0
108,166,1.0,1,0.0
108,177,1.0,1,0.0
108,219,1.0,1,0.0
108,221,1.0,1,0.0
108,261,1.0,1,0.0
108,298,1.0,1,0.0
108,315,1.0,1,0.0
108,351,1.0,1,0.0
108,360,1.0,1,0.0
108,423,1.0,1,0.0
108,427,1.0,1,0.0
108,473,1.0,1,0.0
108,485,1.0,1,0.0
108,497,1.0,1,0.0
108,548,1.0,1,0.0
108,804,1.0,1,0.0
108,809,1.0,1,0.0
108,830,1.0,1,0.0
108,885,1.0,1,0.0
108,932,1.0,1,0.0
108,937,1.0,1,0.0
108,979,1.0,1,0.0
108,984,1.0,1,0.0
108,1025,1.0,1,0.0
108,1044,1.0,1,0.0
108,1063,1.0,1,0.0
108,1120,1.0,1,0.0
108,1127,1.0,1,0.0
108,1134,1.0,1,0.0
108,1168,1.0,1,0.0
108,1176,1.0,1,0.0
108,1184,1.0,1,0.0
108,2206,1.0,1,0.0
108,2210,1.0,1,0.0
108,2215,1.0,1,0.0
108,2297,1.0,1,0.0
108,2299,1.0,1,0.0
108,2425,1.0,1,0.0
108,2469,1.0,1,0.0
108,2565,1.0,1,0.0
108,2737,1.0,1,0.0
108,2836,1.0,1,0.0
108,2948,1.0,1,0.0
111,103,1.0,1,0.0
111,108,1.0,1,0.0
111,130,1.0,1,0.0
111,153,1.0,1,0.0
111,166,1.0,1,0.0
111,177,1.0,1,0.0
111,219,1.0,1,0.0
111,221,1.0,1,0.0
111,261,1.0,1,0.0
111,298,1.0,1,0.0
111,315,1.0,1,0.0
111,351,1.0,1,0.0
111,360,1.0,1,0.0
111,423,1.0,1,0.0
111,427,1.0,1,0.0
111,473,1.0,1,0.0
111,485,1.0,1,0.0
111,497,1.0,1,0.0
111,548,1.0,1,0.0
111,804,1.0,1,0.0
111,809,1.0,1,0.0
111,830,1.0,1,0.0
111,885,1.0,1,0.0
111,932,1.0,1,0.0
111,937,1.0,1,0.0
111,979,1.0,1,0.0
111,984,1.0,1,0.0
111,1025,1.0,1,0.0
111,1044,1.0,1,0.0
111,1063,1.0,1,0.0
111,1120,1.0,1,0.0
111,1127,1.0,1,0.0
111,1134,1.0,1,0.0
111,1168,1.0,1,0.0
111,1176,1.0,1,0.0
111,1184,1.0,1,0.0
111,2206,1.0,1,0.0
111,2210,1.0,1,0.0
111,2215,1.0,1,0.0
111,2297,1.0,1,0.0
111,2299,1.0,1,0.0
111,2425,1.0,1,0.0
111,2469,1.0,1,0.0
111,2565,1.0,1,0.0
111,2737,1.0,1,0.0
111,2836,1.0,1,0.0
111,2948,1.0,1,0.0
121,304,1.0,1,0.0
121,510,1.0,1,0.0
121,830,1.0,1,0.0
121,1004,1.0,1,0.0
121,1054,1.0,1,0.0
121,1108,1.0,1,0.0
121,1161,1.0,1,0.0
121,2248,1.0,1,0.0
121,2307,1.0,1,0.0
121,2373,1.0,1,0.0
121,2625,1.0,1,0.0
121,3356,1.0,1,0.0
130,103,1.0,1,0.0
130,108,1.0,1,0.0
130,111,1.0,1,0.0
130,153,1.0,1,0.0
130,166,1.0,1,0.0
130,177,1.0,1,0.0
