src_id,dst_id,weight,equity_link_cnt
50,852,1.5844,2
122,998,1.0,1
153,834,0.01,1
291,1423,0.026699999999999998,1
834,153,0.01,1
852,50,1.5844,2
954,2301,1.0,1
998,122,1.0,1
1423,291,0.026699999999999998,1
2301,954,1.0,1
