src_stkcd,year,guar_event_cnt,guar_amt_sum,guar_amt_mean,guar_listed_target_cnt,guar_nonlisted_target_cnt,guar_listed_target_ratio
002674,2016,8,2059.9900000000002,514.9975000000001,0,8,0.0
002674,2017,11,1321.51,440.50333333333333,0,11,0.0
002674,2018,28,52850.87,2936.1594444444445,0,28,0.0
002674,2019,17,7682.610000000001,960.3262500000001,0,17,0.0
002674,2020,10,1909.6799999999998,381.936,0,10,0.0
002674,2021,7,9351.79,1870.3580000000002,0,7,0.0
002674,2022,10,30204.08,3020.4080000000004,0,10,0.0
002674,2023,10,18889.33,1888.9330000000002,0,10,0.0
002675,2016,4,19216.96,19216.96,0,4,0.0
002675,2017,5,27748.0,27748.0,0,5,0.0
002675,2018,12,66495.03,11082.505,0,12,0.0
002675,2019,10,19216.96,19216.96,0,10,0.0
002675,2020,5,0.0,0.0,0,5,0.0
002675,2021,5,0.0,0.0,0,5,0.0
002675,2022,5,0.0,0.0,0,5,0.0
002675,2023,7,2297.0,1148.5,0,7,0.0
002675,2024,4,17067.0,4266.75,0,4,0.0
002676,2012,9,16254.07,1806.0077777777778,0,9,0.0
002676,2013,6,5641.73,1880.5766666666666,0,6,0.0
002676,2014,7,1284.19,1284.19,0,7,0.0
002676,2015,13,4809.22,1202.305,0,13,0.0
002676,2016,18,7677.700000000001,1096.814285714286,0,18,0.0
002676,2017,18,6453.84,1075.64,0,18,0.0
002676,2018,13,0.0,0.0,0,13,0.0
002676,2019,11,0.0,0.0,0,11,0.0
002676,2020,16,2000.0,400.0,0,16,0.0
002676,2022,8,5659.2300000000005,707.4037500000001,0,8,0.0
002676,2023,7,0.0,0.0,0,7,0.0
002676,2024,9,0.0,0.0,0,9,0.0
002678,2013,5,8985.0,2246.25,0,5,0.0
002678,2015,3,12400.0,4133.333333333333,0,3,0.0
002678,2016,4,11350.0,3783.3333333333335,0,4,0.0
002678,2017,4,23650.0,7883.333333333333,0,4,0.0
002678,2018,5,13634.35,3408.5875,0,5,0.0
002678,2019,5,10454.73,2613.6825,0,5,0.0
002678,2020,6,17220.32,3444.064,0,6,0.0
002678,2021,5,18707.65,4676.9125,0,5,0.0
002678,2022,2,13435.44,6717.72,0,2,0.0
002679,2015,2,4500.0,4500.0,0,2,0.0
002679,2016,1,5000.0,5000.0,0,1,0.0
002679,2017,1,5000.0,5000.0,0,1,0.0
002680,2013,1,0.0,0.0,0,1,0.0
002680,2014,1,0.0,0.0,0,1,0.0
002681,2016,1,12000.0,12000.0,0,1,0.0
002681,2018,4,0.0,0.0,0,4,0.0
002681,2019,1,0.0,0.0,0,1,0.0
002681,2020,5,56000.0,28000.0,0,5,0.0
002681,2021,4,101500.0,33833.333333333336,0,4,0.0
002681,2022,3,33579.0,11193.0,0,3,0.0
002681,2023,3,48011.0,16003.666666666666,0,3,0.0
002681,2024,2,29800.0,14900.0,0,2,0.0
002682,2009,1,0.0,0.0,0,1,0.0
002682,2010,2,500.0,250.0,0,2,0.0
002682,2012,12,14196.08,1419.608,0,12,0.0
002682,2013,14,20000.0,2857.1428571428573,0,14,0.0
002682,2014,23,22382.24,1721.7107692307693,0,23,0.0
002682,2015,33,28081.06,1651.8270588235296,0,33,0.0
002682,2016,52,62924.06,1700.6502702702703,0,52,0.0
002682,2017,84,66992.45,1456.357608695652,0,84,0.0
002682,2018,99,148809.02,2254.6821212121213,0,99,0.0
002682,2019,121,486202.51,4911.136464646464,0,121,0.0
002682,2020,113,467235.45,5432.97034883721,0,113,0.0
002682,2021,81,324966.18,4011.928148148148,0,81,0.0
002682,2022,96,254343.51,2649.4115625,0,96,0.0
002682,2023,79,118511.18,1500.1415189873417,0,79,0.0
002682,2024,61,107409.15,1760.8057377049179,0,61,0.0
002683,2012,9,0.0,0.0,0,9,0.0
002683,2013,8,6500.0,1300.0,0,8,0.0
002683,2014,6,13377.0,2229.5,0,6,0.0
002683,2015,11,150260.32,25043.38666666667,0,11,0.0
002683,2016,19,150269.83000000002,9391.864375000001,0,19,0.0
002683,2017,22,131001.0,10916.75,0,22,0.0
002683,2018,34,109412.0,4376.48,0,34,0.0
002683,2019,44,209192.0,4754.363636363636,0,44,0.0
002683,2020,29,96550.0,5081.578947368421,0,29,0.0
002683,2021,25,164145.9,6565.835999999999,0,25,0.0
002683,2022,3,10008.79,3336.263333333334,0,3,0.0
002683,2023,4,42554.29,10638.5725,0,4,0.0
002683,2024,15,244167.19,16277.812666666667,0,15,0.0
002684,2011,1,7000.0,7000.0,0,1,0.0
002684,2012,1,0.0,0.0,0,1,0.0
002684,2014,1,7500.0,7500.0,0,1,0.0
002684,2015,9,24547.18,6136.795,0,9,0.0
002684,2016,28,45797.18,5724.6475,0,28,0.0
002684,2017,60,179839.82,6660.734074074075,0,60,0.0
002684,2018,104,351517.01,6391.218363636363,0,104,0.0
002684,2019,113,462951.32,7233.614375,0,113,0.0
002684,2020,112,501741.26,6351.155189873418,0,112,0.0
002684,2021,98,399611.54,5400.155945945946,0,98,0.0
002684,2022,76,379418.85,5928.41953125,0,76,0.0
002685,2015,2,0.0,0.0,0,2,0.0
002685,2016,6,22160.0,5540.0,0,6,0.0
002685,2017,12,47560.0,6794.285714285715,0,12,0.0
002685,2018,24,133200.0,7010.526315789473,0,24,0.0
002685,2019,30,151643.859663,5616.439246777778,0,30,0.0
002685,2020,26,143308.62,5732.3448,0,26,0.0
002685,2021,30,161887.03,5995.8159259259255,0,30,0.0
002685,2022,8,82000.0,10250.0,0,8,0.0
002685,2023,6,76800.0,12800.0,0,6,0.0
002685,2024,6,73655.0,12275.833333333334,0,6,0.0
002686,2018,23,31721.52,1586.076,0,23,0.0
002686,2019,27,63651.26,2767.446086956522,0,27,0.0
002686,2020,15,19501.25,2785.8928571428573,0,15,0.0
002686,2021,7,3430.0,857.5,0,7,0.0
002686,2022,8,10193.771929,1698.9619881666667,0,8,0.0
002686,2023,7,3683.0,1227.6666666666667,0,7,0.0
002687,2018,4,6000.0,2000.0,0,4,0.0
002687,2019,1,3000.0,3000.0,0,1,0.0
002688,2014,1,41622.0,41622.0,0,1,0.0
002688,2015,4,18000.0,4500.0,0,4,0.0
002688,2016,26,244461.6,10185.9,0,26,0.0
002688,2017,14,46040.78,6577.254285714285,0,14,0.0
002688,2018,29,70380.0,3060.0,0,29,0.0
002688,2019,23,52590.0,3506.0,0,23,0.0
002688,2020,21,41608.28,3200.636923076923,0,21,0.0
002688,2021,16,18934.18,1721.2890909090909,0,16,0.0
002688,2022,22,35584.77,1617.4895454545454,0,22,0.0
002688,2023,28,31099.04,1110.68,0,28,0.0
002689,2014,1,0.0,0.0,0,1,0.0
002689,2016,5,0.0,0.0,0,5,0.0
002689,2017,8,4659.72,1164.93,0,8,0.0
002689,2018,15,2685.94,383.7057142857143,0,15,0.0
002689,2019,14,918.44,131.2057142857143,0,14,0.0
002689,2020,6,260.12,52.024,0,6,0.0
002689,2021,2,224.44,224.44,0,2,0.0
002691,2019,1,0.0,0.0,0,1,0.0
002691,2020,3,2000.0,2000.0,0,3,0.0
002691,2021,4,6000.0,3000.0,0,4,0.0
002691,2022,3,6000.0,2000.0,0,3,0.0
002691,2023,4,8000.0,2000.0,0,4,0.0
002691,2024,2,3000.0,1500.0,0,2,0.0
002692,2013,2,0.0,0.0,0,2,0.0
002692,2014,19,22624.57,2262.457,0,19,0.0
002692,2015,21,25904.55,1439.1416666666667,0,21,0.0
002692,2016,23,32412.0,1409.2173913043478,0,23,0.0
002692,2017,32,81970.83,2732.361,0,32,0.0
002692,2018,36,57649.3,1801.540625,0,36,0.0
002692,2019,28,81141.69,2897.9175,0,28,0.0
002692,2020,21,81244.72,4276.037894736842,0,21,0.0
002692,2021,12,59244.72,4937.06,0,12,0.0
002692,2022,5,30000.0,6000.0,0,5,0.0
002692,2023,4,35000.0,8750.0,0,4,0.0
002692,2024,1,5000.0,5000.0,0,1,0.0
002693,2015,12,199400.0,16616.666666666668,0,12,0.0
002693,2016,4,6000.0,3000.0,0,4,0.0
002693,2017,2,11900.0,5950.0,0,2,0.0
002693,2018,2,22700.0,11350.0,0,2,0.0
002693,2021,1,3000.0,3000.0,0,1,0.0
002693,2022,1,3000.0,3000.0,0,1,0.0
002693,2023,2,19500.0,9750.0,0,2,0.0
002693,2024,1,19700.0,19700.0,0,1,0.0
002694,2011,6,6008.58,1001.43,0,6,0.0
002694,2012,35,23952.7335,825.9563275862068,0,35,0.0
002694,2013,1,0.0,0.0,0,1,0.0
002694,2014,14,34105.4,3410.54,0,14,0.0
002694,2015,21,66538.4,3502.0210526315786,0,21,0.0
002694,2016,10,14193.4,1419.34,0,10,0.0
002694,2017,11,2131.4,193.76363636363638,0,11,0.0
002694,2018,9,2439.06,348.4371428571429,0,9,0.0
002694,2019,17,9180.0,655.7142857142857,0,17,0.0
002694,2020,4,1600.0,400.0,0,4,0.0
002695,2015,1,0.0,0.0,0,1,0.0
002695,2017,1,4500.0,4500.0,0,1,0.0
002695,2018,2,9000.0,4500.0,0,2,0.0
002695,2019,4,9750.0,3250.0,0,4,0.0
002695,2020,6,14700.0,2450.0,0,6,0.0
002695,2021,2,5000.0,2500.0,0,2,0.0
002695,2022,6,12000.0,2000.0,0,6,0.0
002695,2023,5,8000.0,1600.0,0,5,0.0
002696,2012,3,4300.0,1433.3333333333333,0,3,0.0
002696,2013,74,31190.0,452.0289855072464,0,74,0.0
002696,2014,80,51590.0,706.7123287671233,0,80,0.0
002696,2015,20,4000.0,1000.0,0,20,0.0
002696,2016,47,59343.7,1978.1233333333332,0,47,0.0
002696,2017,56,83376.65,2253.4229729729727,0,56,0.0
002696,2018,46,83157.28,2375.922285714286,0,46,0.0
002696,2019,63,80970.49,1557.1248076923077,0,63,0.0
002696,2020,50,69413.25,2313.775,0,50,0.0
002696,2021,54,41145.51,822.9102,0,54,0.0
002696,2022,82,46286.32,601.121038961039,0,82,0.0
002696,2023,52,35516.25,807.1875,0,52,0.0
002696,2024,50,45366.86,1106.5087804878049,0,50,0.0
002697,2018,2,0.0,0.0,0,2,0.0
002697,2019,2,20000.0,20000.0,0,2,0.0
002697,2021,1,2000.0,2000.0,0,1,0.0
002698,2016,2,15000.0,15000.0,0,2,0.0
002698,2017,4,14500.0,4833.333333333333,0,4,0.0
002698,2018,5,54500.0,13625.0,0,5,0.0
002698,2019,4,29500.0,9833.333333333334,0,4,0.0
002698,2020,4,35300.0,8825.0,0,4,0.0
002698,2021,4,27930.75,6982.6875,0,4,0.0
002699,2019,2,14494.11,14494.11,0,2,0.0
002699,2020,6,63650.656399,10608.442733166667,0,6,0.0
002699,2021,1,0.0,0.0,0,1,0.0
002699,2022,2,14100.0,7050.0,0,2,0.0
002699,2023,2,15100.0,7550.0,0,2,0.0
002699,2024,2,14774.66,7387.33,0,2,0.0
002700,2019,1,8000.0,8000.0,0,1,0.0
002700,2020,1,8000.0,8000.0,0,1,0.0
002701,2012,3,0.0,0.0,0,3,0.0
002701,2013,15,55124.61,6124.956666666667,0,15,0.0
002701,2014,16,116900.0,14612.5,0,16,0.0
002701,2015,20,110200.0,10018.181818181818,0,20,0.0
002701,2016,27,169967.08,10622.9425,0,27,0.0
002701,2017,35,318916.24,15186.487619047619,0,35,0.0
002701,2018,39,286438.28,11016.856923076924,0,39,0.0
002701,2019,36,275629.89,13125.232857142857,0,36,0.0
002701,2020,52,323778.56,11563.52,0,52,0.0
002701,2021,33,266275.8,8875.859999999999,0,33,0.0
002701,2022,41,302255.62,7372.088292682926,0,41,0.0
002701,2023,48,395000.0,8229.166666666666,0,48,0.0
002701,2024,44,575368.0,13076.545454545454,0,44,0.0
002702,2022,2,5300.0,2650.0,0,2,0.0
002702,2023,2,18400.0,9200.0,0,2,0.0
002702,2024,2,22719.0,11359.5,0,2,0.0
002703,2012,1,0.0,0.0,0,1,0.0
002703,2014,9,4614.29,512.6988888888889,0,9,0.0
002705,2013,2,6000.0,3000.0,0,2,0.0
002705,2014,3,4665.57,4665.57,0,3,0.0
002705,2015,4,57575.95,14393.9875,0,4,0.0
002705,2016,4,55638.69,13909.6725,0,4,0.0
002705,2017,4,46880.89,11720.2225,0,4,0.0
002705,2018,15,29878.22,7469.555,0,15,0.0
002705,2019,20,26000.0,4333.333333333333,0,20,0.0
002705,2020,24,29000.0,4142.857142857143,0,24,0.0
002705,2021,20,29000.0,3625.0,0,20,0.0
002705,2022,12,57100.0,4758.333333333333,0,12,0.0
002705,2023,14,78850.0,5632.142857142857,0,14,0.0
002705,2024,16,93532.701,5845.7938125,0,16,0.0
002706,2021,3,62430.0,31215.0,0,3,0.0
002706,2023,1,0.0,0.0,0,1,0.0
002707,2012,5,306.54,153.27,0,5,0.0
002707,2014,1,0.0,0.0,0,1,0.0
002707,2015,9,17460.0,2910.0,0,9,0.0
002707,2016,24,8630.380000000001,1232.9114285714288,0,24,0.0
002707,2017,16,24234.04,3029.255,0,16,0.0
002707,2018,21,32733.76,3273.3759999999997,0,21,0.0
002707,2019,31,52670.43,3291.901875,0,31,0.0
002707,2020,15,14950.84,3737.71,0,15,0.0
002707,2021,8,8538.02,1707.604,0,8,0.0
002707,2022,6,0.0,0.0,0,6,0.0
002707,2023,8,300.0,300.0,0,8,0.0
002707,2024,10,11000.0,1833.3333333333333,0,10,0.0
002708,2017,5,36000.0,7200.0,0,5,0.0
002708,2018,14,33799.479999999996,2599.9599999999996,0,14,0.0
002708,2019,7,6904.549999999999,1380.9099999999999,0,7,0.0
002708,2020,6,5361.86,1340.465,0,6,0.0
002708,2021,2,0.0,0.0,0,2,0.0
002708,2022,35,22464.69,641.8482857142857,0,35,0.0
002708,2023,33,22285.8,675.3272727272727,0,33,0.0
002709,2012,2,0.0,0.0,0,2,0.0
002709,2013,2,4514.96,2257.48,0,2,0.0
002709,2014,18,2628.1,202.16153846153844,0,18,0.0
002709,2015,5,5444.0,1814.6666666666667,0,5,0.0
002709,2016,6,13000.0,3250.0,0,6,0.0
002709,2017,5,9075.0,2268.75,0,5,0.0
002709,2018,16,16115.61,3223.1220000000003,0,16,0.0
002709,2019,17,79800.0,9975.0,0,17,0.0
002709,2020,17,300000.0,17647.058823529413,0,17,0.0
002709,2021,20,81100.0,10137.5,0,20,0.0
002709,2022,8,121500.0,15187.5,0,8,0.0
002709,2023,7,185500.0,26500.0,0,7,0.0
002709,2024,9,313500.0,34833.333333333336,0,9,0.0
002711,2009,1,0.0,0.0,0,1,0.0
002711,2014,4,26000.0,13000.0,0,4,0.0
002711,2015,6,21500.0,7166.666666666667,0,6,0.0
002711,2016,12,50158.0,6269.75,0,12,0.0
002711,2017,19,108668.0,6791.75,0,19,0.0
002711,2018,15,73356.0,7335.6,0,15,0.0
002711,2019,4,16000.0,5333.333333333333,0,4,0.0
002711,2020,2,6000.0,3000.0,0,2,0.0
002711,2021,9,0.0,0.0,0,9,0.0
002712,2017,12,49300.0,4108.333333333333,0,12,0.0
002712,2019,1,0.0,0.0,0,1,0.0
002712,2021,1,0.0,0.0,0,1,0.0
002712,2022,3,2005.56,668.52,0,3,0.0
002712,2023,4,2643.0,660.75,0,4,0.0
002712,2024,6,2941.62,490.27,0,6,0.0
002713,2018,1,0.0,0.0,0,1,0.0
002713,2019,1,0.0,0.0,0,1,0.0
002713,2020,1,1000.0,1000.0,0,1,0.0
002714,2011,9,5609.0,623.2222222222222,0,9,0.0
002714,2012,44,72014.8,1636.7,0,44,0.0
002714,2013,56,90700.0,1619.642857142857,0,56,0.0
002714,2014,15,77826.4,5188.426666666666,0,15,0.0
002714,2015,27,83473.9874,3091.6291629629627,0,27,0.0
002714,2016,33,587789.98,17811.817575757574,0,33,0.0
002714,2017,31,441600.0,20072.727272727272,0,31,0.0
002714,2018,14,129528.163515,10794.01362625,0,14,0.0
002714,2019,68,386964.1,5863.0924242424235,0,68,0.0
002714,2020,127,492072.45,7688.63203125,0,127,0.0
002714,2021,95,1498818.787439,15777.039867778949,0,95,0.0
002714,2022,170,3128752.6999999997,18404.427647058823,0,170,0.0
002714,2023,178,3031184.2,17029.124719101124,0,178,0.0
002714,2024,185,3528161.05,19071.140810810808,0,185,0.0
002716,2016,18,113400.0,7087.5,0,18,0.0
002716,2017,3,76228.0,38114.0,0,3,0.0
002716,2018,2,13218.38,13218.38,0,2,0.0
002716,2019,4,19734.379999999997,6578.126666666666,0,4,0.0
002716,2020,1,6957.4,6957.4,0,1,0.0
002717,2015,1,0.0,0.0,0,1,0.0
002717,2016,2,0.0,0.0,0,2,0.0
002717,2017,4,49000.0,24500.0,0,4,0.0
002717,2018,32,125576.27,12557.627,0,32,0.0
002717,2019,111,1689447.05,30717.219090909093,0,111,0.0
002717,2020,80,485075.74,10779.460888888889,0,80,0.0
002717,2021,60,493071.67,11739.801666666666,0,60,0.0
002717,2022,57,706117.1,16812.311904761904,0,57,0.0
002717,2023,46,429038.33,12618.774411764707,0,46,0.0
002717,2024,48,493997.94,14114.226857142858,0,48,0.0
002718,2018,4,1500.0,750.0,0,4,0.0
002718,2019,8,1754.19,292.365,0,8,0.0
002718,2020,8,1652.13,413.0325,0,8,0.0
002718,2021,6,1551.17,258.52833333333336,0,6,0.0
002718,2022,3,1101.54,367.18,0,3,0.0
002718,2023,1,500.58,500.58,0,1,0.0
002718,2024,1,932.14,932.14,0,1,0.0
002719,2014,9,20915.0,2614.375,0,9,0.0
002719,2015,3,6000.0,2000.0,0,3,0.0
002719,2016,7,6000.0,2000.0,0,7,0.0
002719,2017,10,7500.0,1875.0,0,10,0.0
002719,2019,2,0.0,0.0,0,2,0.0
002719,2020,1,0.0,0.0,0,1,0.0
002719,2021,1,0.0,0.0,0,1,0.0
002721,2012,11,68946.32,6267.847272727274,0,11,0.0
002721,2013,11,91331.95999999999,8302.905454545455,0,11,0.0
002721,2014,65,312687.94,9196.70411764706,0,65,0.0
002721,2015,42,305990.0,8742.57142857143,0,42,0.0
002721,2016,103,661904.94,6619.0494,0,103,0.0
002721,2017,138,688459.92,6884.599200000001,0,138,0.0
002721,2018,158,772011.18,6655.268793103449,0,158,0.0
002721,2019,59,351722.21,7178.004285714286,0,59,0.0
002721,2020,31,109447.73,5760.4068421052625,0,31,0.0
002721,2021,12,57200.0,4766.666666666667,0,12,0.0
002721,2022,8,36150.0,4518.75,0,8,0.0
002721,2023,3,12850.0,4283.333333333333,0,3,0.0
002721,2024,3,10450.0,3483.3333333333335,0,3,0.0
002722,2015,24,82751.37,3761.425909090909,0,24,0.0
002722,2016,34,99000.0,4714.285714285715,0,34,0.0
002722,2017,73,153800.0,3076.0,0,73,0.0
002722,2018,71,136161.31,3025.806888888889,0,71,0.0
002722,2019,103,220801.0,3066.6805555555557,0,103,0.0
002722,2020,89,111000.0,1734.375,0,89,0.0
002722,2021,53,47900.0,958.0,0,53,0.0
002722,2022,28,23000.0,821.4285714285714,0,28,0.0
002722,2023,20,33181.0,1659.05,0,20,0.0
002723,2015,4,26000.0,8666.666666666666,0,4,0.0
002723,2016,2,8000.0,8000.0,0,2,0.0
002723,2018,2,14000.0,7000.0,0,2,0.0
002723,2019,2,1000.0,1000.0,0,2,0.0
002723,2020,8,1490.0,745.0,0,8,0.0
002723,2021,7,5690.0,1896.6666666666667,0,7,0.0
002723,2022,12,52290.0,4753.636363636364,0,12,0.0
002723,2023,14,87530.0,6252.142857142857,0,14,0.0
002723,2024,39,157456.11,4037.3361538461536,0,39,0.0
002724,2014,1,0.0,0.0,0,1,0.0
002724,2015,4,30000.0,7500.0,0,4,0.0
002724,2017,3,20000.0,10000.0,0,3,0.0
002724,2018,1,0.0,0.0,0,1,0.0
002724,2019,1,0.0,0.0,0,1,0.0
002724,2020,2,0.0,0.0,0,2,0.0
002724,2021,1,0.0,0.0,0,1,0.0
002724,2022,1,0.0,0.0,0,1,0.0
002724,2023,13,2764.9,230.40833333333333,0,13,0.0
002724,2024,3,1530.0,765.0,0,3,0.0
002726,2014,4,9000.0,2250.0,0,4,0.0
002726,2015,2,12500.0,6250.0,0,2,0.0
002726,2016,1,1800.0,1800.0,0,1,0.0
002726,2017,5,23500.0,4700.0,0,5,0.0
002726,2018,11,14700.0,1336.3636363636363,0,11,0.0
002726,2019,25,41750.0,2319.4444444444443,0,25,0.0
002726,2020,61,146486.0,3184.478260869565,0,61,0.0
002726,2021,100,158355.91,1702.7517204301075,0,100,0.0
002726,2022,41,112078.6,2733.624390243903,0,41,0.0
002726,2023,41,129020.93,3146.851951219512,0,41,0.0
002727,2013,1,0.0,0.0,0,1,0.0
002727,2014,3,0.0,0.0,0,3,0.0
002727,2015,8,1361.93,1361.93,0,8,0.0
002727,2016,5,27635.0,27635.0,0,5,0.0
002727,2017,4,14000.0,7000.0,0,4,0.0
002727,2018,4,9000.0,4500.0,0,4,0.0
002727,2019,17,2000.0,1000.0,0,17,0.0
002727,2020,11,4000.0,1333.3333333333333,0,11,0.0
002727,2021,22,23143.31112,1218.0690063157895,0,22,0.0
002727,2022,17,96736.03,5690.354705882353,0,17,0.0
002727,2023,33,135314.22,4100.430909090909,0,33,0.0
002728,2017,1,0.0,0.0,0,1,0.0
002728,2018,2,0.0,0.0,0,2,0.0
002728,2019,3,0.0,0.0,0,3,0.0
002728,2020,3,0.0,0.0,0,3,0.0
002729,2018,1,1000.0,1000.0,0,1,0.0
002729,2019,2,1000.0,1000.0,0,2,0.0
002729,2020,3,1000.0,1000.0,0,3,0.0
002729,2021,1,1000.0,1000.0,0,1,0.0
002729,2022,6,7000.0,1166.6666666666667,0,6,0.0
002729,2023,9,19500.0,2166.6666666666665,0,9,0.0
002729,2024,11,22100.0,2009.090909090909,0,11,0.0
002730,2018,2,1514.0,1514.0,0,2,0.0
002730,2019,1,1514.0,1514.0,0,1,0.0
002730,2020,2,4514.0,2257.0,0,2,0.0
002730,2021,1,1000.0,1000.0,0,1,0.0
002730,2023,2,986.42,493.21,0,2,0.0
002730,2024,2,370.74,185.37,0,2,0.0
002731,2013,7,40910.0,5844.285714285715,0,7,0.0
002731,2014,30,181966.0,6274.689655172414,0,30,0.0
002731,2015,2,16800.0,8400.0,0,2,0.0
002731,2016,20,183106.42,9155.321,0,20,0.0
002731,2017,45,350938.69,7798.637555555556,0,45,0.0
002731,2018,37,148706.54,8747.443529411765,0,37,0.0
002731,2019,62,298526.878,5632.582603773585,0,62,0.0
002731,2020,66,352370.43,6075.35224137931,0,66,0.0
002731,2021,53,169003.18,3188.7392452830186,0,53,0.0
002731,2022,32,94963.63,2967.6134375,0,32,0.0
002731,2023,20,67552.15,3377.6074999999996,0,20,0.0
002732,2015,1,500.0,500.0,0,1,0.0
002732,2016,4,500.0,166.66666666666666,0,4,0.0
002732,2017,4,2433.86,811.2866666666667,0,4,0.0
002732,2018,4,9463.3,2365.825,0,4,0.0
002732,2019,4,10519.39,2629.8475,0,4,0.0
002732,2020,5,3893.52,973.38,0,5,0.0
002732,2021,4,0.0,0.0,0,4,0.0
002732,2022,2,800.0,400.0,0,2,0.0
002732,2023,3,2000.0,666.6666666666666,0,3,0.0
002732,2024,1,0.0,0.0,0,1,0.0
002733,2009,2,2800.0,1400.0,0,2,0.0
002733,2014,13,0.0,0.0,0,13,0.0
002733,2015,13,28186.8,4697.8,0,13,0.0
002733,2016,34,246000.0,7935.4838709677415,0,34,0.0
002733,2017,54,24000.0,1090.909090909091,0,54,0.0
002733,2018,33,108250.2,6013.9,0,33,0.0
002733,2019,52,54573.13,1474.9494594594594,0,52,0.0
002733,2020,61,25261.66,842.0553333333334,0,61,0.0
002733,2021,18,39494.49,4936.81125,0,18,0.0
002733,2022,19,221187.35,12288.186111111112,0,19,0.0
002733,2023,14,20202.78,1443.0557142857142,0,14,0.0
002733,2024,5,234830.04,46966.008,0,5,0.0
002734,2017,4,0.0,0.0,0,4,0.0
002734,2018,2,2890.0,2890.0,0,2,0.0
002734,2019,5,22441.431077,5610.35776925,0,5,0.0
002734,2020,14,45904.130000000005,7650.688333333334,0,14,0.0
002734,2021,24,117362.13,5334.642272727273,0,24,0.0
002734,2022,40,193120.64,4828.0160000000005,0,40,0.0
002734,2023,105,244287.36,2326.5462857142857,0,105,0.0
002734,2024,123,156606.65,1273.2247967479675,0,123,0.0
002736,2014,1,120000.0,120000.0,0,1,0.0
002736,2015,1,0.0,0.0,0,1,0.0
002736,2016,2,14750.0,7375.0,0,2,0.0
002736,2017,3,14750.0,7375.0,0,3,0.0
002736,2018,3,18750.0,9375.0,0,3,0.0
002736,2019,3,19750.0,9875.0,0,3,0.0
002736,2020,3,20000.0,10000.0,0,3,0.0
002736,2021,3,20000.0,10000.0,0,3,0.0
002736,2022,2,20000.0,10000.0,0,2,0.0
002736,2023,2,20000.0,10000.0,0,2,0.0
002736,2024,2,20000.0,10000.0,0,2,0.0
002737,2011,1,2460.0,2460.0,0,1,0.0
002737,2013,1,500.0,500.0,0,1,0.0
002737,2014,37,50000.0,3333.3333333333335,0,37,0.0
002737,2015,14,19632.71,1402.3364285714285,0,14,0.0
002737,2016,1,0.0,0.0,0,1,0.0
002737,2017,3,30000.0,15000.0,0,3,0.0
002737,2018,8,6581.92,1316.384,0,8,0.0
002737,2019,12,39296.92,6549.486666666667,0,12,0.0
002737,2020,23,11685.92,1298.4355555555555,0,23,0.0
002737,2021,6,8107.92,1621.584,0,6,0.0
002737,2022,5,0.0,0.0,0,5,0.0
002737,2023,3,14775.0,4925.0,0,3,0.0
002737,2024,2,13000.0,6500.0,0,2,0.0
002738,2014,1,1000.0,1000.0,0,1,0.0
002738,2015,1,1263.08,1263.08,0,1,0.0
002738,2016,1,1000.0,1000.0,0,1,0.0
002738,2017,1,6879.0,6879.0,0,1,0.0
002738,2018,1,9434.25,9434.25,0,1,0.0
002738,2019,11,63691.09,9098.727142857142,0,11,0.0
002738,2020,19,103309.23999999999,7946.864615384615,0,19,0.0
002738,2021,20,57002.85,2850.1425,0,20,0.0
002738,2022,5,25159.75,5031.95,0,5,0.0
002738,2023,4,5000.0,1250.0,0,4,0.0
002738,2024,7,4363.61,623.3728571428571,0,7,0.0
002739,2015,2,106000.0,53000.0,0,2,0.0
002739,2016,1,213440.0,213440.0,0,1,0.0
002739,2017,1,213440.0,213440.0,0,1,0.0
002739,2018,1,213440.0,213440.0,0,1,0.0
002739,2019,3,263440.0,131720.0,0,3,0.0
002739,2020,3,37622.25,37622.25,0,3,0.0
002739,2021,34,120400.0,3541.176470588235,0,34,0.0
002739,2022,18,81320.0,4517.777777777777,0,18,0.0
002739,2023,21,95300.0,4538.0952380952385,0,21,0.0
002739,2024,9,65100.0,7233.333333333333,0,9,0.0
002740,2015,3,3000.0,1500.0,0,3,0.0
002740,2016,3,4800.0,2400.0,0,3,0.0
002740,2017,33,69476.5,2395.7413793103447,0,33,0.0
002740,2018,44,72600.0,1962.162162162162,0,44,0.0
002740,2019,71,72213.0,1900.342105263158,0,71,0.0
002740,2020,75,186790.0,3459.074074074074,0,75,0.0
002740,2021,61,112090.0,1837.5409836065573,0,61,0.0
002740,2022,60,74678.48,1244.6413333333333,0,60,0.0
002740,2023,60,107847.82,1797.4636666666668,0,60,0.0
002741,2019,7,0.0,0.0,0,7,0.0
002741,2020,6,0.0,0.0,0,6,0.0
002742,2016,3,4000.0,4000.0,0,3,0.0
002742,2017,10,109000.0,10900.0,0,10,0.0
002742,2018,10,9000.0,4500.0,0,10,0.0
002742,2019,11,174184.04,15834.912727272727,0,11,0.0
002742,2020,17,273158.0,16068.117647058823,0,17,0.0
002742,2021,16,54698.0,3418.625,0,16,0.0
002742,2022,7,17698.0,2528.285714285714,0,7,0.0
002742,2023,16,44839.0,2802.4375,0,16,0.0
002742,2024,16,44023.0,2751.4375,0,16,0.0
002743,2014,1,2500.0,2500.0,0,1,0.0
002743,2015,2,0.0,0.0,0,2,0.0
002743,2016,7,11500.0,2300.0,0,7,0.0
